"ref_area.label","indicator.label","source.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2022M07",8.258,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2022M06",8.266,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2022M05",8.168,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2022M04",8.231,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2022M03",8.186,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2022M02",8.214,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2022M01",7.885,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2021M12",7.667,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2021M11",7.636,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2021M10",7.989,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2021M09",8.56,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2021M08",8.82,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2021M07",8.964,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2021M06",9.313,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2021M05",9.899,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2021M04",10.415,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2021M03",10.701,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2021M02",10.831,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2021M01",10.792,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2020M12",10.654,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2020M11",10.696,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2020M10",11.169,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2020M09",11.899,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2020M08",12.625,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2020M07",13.089,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2020M06",13.285,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2020M05",12.377,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2020M04",11.408,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2020M03",9.295,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2020M02",8.493,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2020M01",8.042,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2019M12",7.616,"Break in series",,"Frequency: Monthly: 3 month moving average | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2019M11",7.367,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2019M10",7.272,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2019M09",7.448,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2019M08",7.55,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2019M07",7.775,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2019M06",7.718,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2019M05",7.454,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2019M04",7.46,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2019M03",7.412,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2019M02",7.604,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2019M01",7.377,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2018M12",7.388,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2018M11",7.344,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2018M10",7.507,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2018M09",7.646,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2018M08",7.697,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2018M07",7.96,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2018M06",8.055,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2018M05",7.727,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2018M04",7.599,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2018M03",7.292,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2018M02",7.727,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Chile","Unemployment rate by sex and age (%)","LFS - National Employment Survey","Sex: Total","Age (Youth, adults): 15+","2018M01",7.389,,,"Frequency: Monthly: 3 month moving average","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2023M12",9.279,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2023M11",8.427,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2023M10",8.705,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2023M09",8.783,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2023M08",8.797,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2023M07",9.03,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2023M06",8.836,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2023M05",9.93,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2023M04",10.021,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2023M03",9.638,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2023M02",10.752,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2023M01",13.045,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2022M12",9.529,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2022M11",8.719,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2022M10",9.067,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2022M09",10.02,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2022M08",10.097,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2022M07",10.432,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2022M06",10.629,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2022M05",10.033,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2022M04",10.534,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2022M03",11.508,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2022M02",12.269,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2022M01",13.833,"Break in series",,"Frequency: Monthly | Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2021M12",10.447,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2021M11",12.748,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2021M10",14.103,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2021M09",15.137,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2021M08",11.977,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2021M07",13.694,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2021M06",13.902,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2021M05",14.873,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2021M04",14.409,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2021M03",13.589,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2021M02",15.38,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2021M01",16.573,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2020M12",13.16,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2020M11",13.22,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2020M10",14.658,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2020M09",15.595,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2020M08",16.604,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2020M07",20.11,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2020M06",19.407,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2020M05",19.922,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2020M04",18.297,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2020M03",12.399,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2020M02",12.251,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2020M01",12.744,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M12",9.242,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M11",8.966,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M10",9.539,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M09",10.177,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M08",10.634,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M07",10.715,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M06",9.226,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M05",10.312,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M04",10.028,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M03",10.633,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M02",11.526,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
"Colombia","Unemployment rate by sex and age (%)","LFS - Integrated Household Survey","Sex: Total","Age (Youth, adults): 15+","2019M01",12.435,,,"Frequency: Monthly","Repository: ILO-STATISTICS - Micro data processing"
